,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,fileName,encoder,qp
0,0.0,0.0,0.0,0.0,0.0,FoodMarket4,lowdelay,22
1,0.0,0.0,0.0,0.0,0.0,FoodMarket4,lowdelay,27
2,0.0,0.0,0.0,0.0,0.0,FoodMarket4,lowdelay,32
3,0.0,0.0,0.0,0.0,0.0,FoodMarket4,lowdelay,37
