,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,fileName,encoder,qp
0,0.0,0.0,0.0,0.0,0.0,FoodMarket4,randomaccess,22
1,0.0,0.0,0.0,0.0,0.0,FoodMarket4,randomaccess,27
2,0.0,0.0,0.0,0.0,0.0,FoodMarket4,randomaccess,32
3,0.0,0.0,0.0,0.0,0.0,FoodMarket4,randomaccess,37
