fileName,qp,frames,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR
FourPeople,37,32,6252.78,36.5244,41.6118,42.9207,37.736
FourPeople,22,32,27074.67,44.6171,47.7737,49.0013,45.5431
FourPeople,27,32,16484.265,42.259,45.5373,46.7149,43.2023
FourPeople,32,32,10210.155,39.5747,43.5309,44.5289,40.6151
