fileName,qp,frames,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR
BQMall_lowdelay,22,32,4192.065,40.1192,43.1481,44.5756,40.9919
BQMall_lowdelay,32,32,924.0,34.2489,39.4469,40.1048,35.368
BQMall_lowdelay,27,32,1829.985,37.1733,41.2573,42.2222,38.1655
BQMall_lowdelay,37,32,488.73,31.4001,37.8163,38.4774,32.6647
