fileName,qp,frames,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR
FoodMarket4_intra,27,32,23095.05,45.4566,49.825,50.794,46.5558
FoodMarket4_intra,22,32,50006.07,46.2691,51.4632,52.9844,47.5036
FoodMarket4_intra,32,32,14534.58,44.6322,47.9747,48.504,45.5355
<class 'str'>,<class 'int'>,<class 'int'>,<class 'float'>,<class 'float'>,<class 'float'>,<class 'float'>,<class 'float'>
