fileName,qp,frames,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR
BQMall_intra,37,32,5545.095,32.8631,38.0695,38.7835,34.0572
BQMall_intra,22,32,26453.685,42.3713,44.0589,45.5692,43.0289
BQMall_intra,32,32,9763.695,36.1955,39.5736,40.2627,37.1181
BQMall_intra,27,32,16249.395,39.3991,41.6214,42.7151,40.1342
