fileName,qp,frames,bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR
RaceHorses_randomaccess,37,32,141.03,29.1322,35.1585,34.9876,30.2822
RaceHorses_randomaccess,22,32,1144.74,39.244,41.478,42.001,39.7984
RaceHorses_randomaccess,32,32,275.0025,31.885,36.6338,36.7728,32.8594
RaceHorses_randomaccess,27,32,557.5875,35.2941,38.8189,39.1253,36.0627
