percentageTime,cumulativeTime,selfSeconds,calls,selfMs/call,totalMs/call,function,class
0.0,51.33,0.0,10.0,0.0,0.0,SampleAdaptiveOffset,SampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,10.0,0.0,0.0,EncSampleAdaptiveOffset,EncSampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,EncSampleAdaptiveOffset,EncSampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,EncSampleAdaptiveOffset,EncSampleAdaptiveOffset
0.0,51.33,0.0,10.0,0.0,0.0,CS,CS
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,10.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,10.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,10.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,10.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,10.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,10.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,10.0,0.0,4.38,EncSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,EncSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,4.38,EncSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,EncSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,EncSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,EncSlice,EncSlice
0.0,51.33,0.0,10.0,0.0,0.0,TComHash,TComHash
0.0,51.33,0.0,10.0,0.0,0.0,HLSWriter,HLSWriter
0.0,51.33,0.0,10.0,0.0,0.0,PicHeader,PicHeader
0.0,51.33,0.0,10.0,0.0,0.0,ProfileLevelTierFeatures,ProfileLevelTierFeatures
0.0,51.33,0.0,10.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,10.0,0.0,0.0,EncCfg,EncCfg
0.0,51.33,0.0,10.0,0.0,0.0,std,std
0.0,51.33,0.0,10.0,0.0,0.0,std,std
0.0,51.33,0.0,9.0,0.0,0.0,fastInverseDCT8_B32,"fastInverseDCT8_B32(int const*, int*, int, int, int, int, int, int)"
0.0,51.33,0.0,9.0,0.0,0.0,df,df
0.0,51.33,0.0,9.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,9.0,0.0,0.0,Slice,Slice
0.0,51.33,0.0,9.0,0.0,0.0,std,std
0.0,51.33,0.0,8.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,8.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,7.0,0.0,0.0,df,df
0.0,51.33,0.0,7.0,0.0,0.0,std,std
0.0,51.33,0.0,6.0,0.0,0.0,msg,"msg(MsgLevel, char const*, ...)"
0.0,51.33,0.0,6.0,0.0,0.0,std,std
0.0,51.33,0.0,5.0,0.0,0.0,VideoIOYuv,VideoIOYuv
0.0,51.33,0.0,5.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,5.0,0.0,0.0,std,std
0.0,51.33,0.0,4.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,4.0,0.0,0.0,VideoIOYuv,VideoIOYuv
0.0,51.33,0.0,4.0,0.0,0.0,Analyze,Analyze
0.0,51.33,0.0,4.0,0.0,0.0,std,std
0.0,51.33,0.0,4.0,0.0,0.0,std,std
0.0,51.33,0.0,4.0,0.0,0.0,std,std
0.0,51.33,0.0,4.0,0.0,0.0,void std,void std
0.0,51.33,0.0,3.0,0.0,0.0,ProfileFeatures,ProfileFeatures
0.0,51.33,0.0,3.0,0.0,0.0,df,df
0.0,51.33,0.0,3.0,0.0,0.0,df,df
0.0,51.33,0.0,3.0,0.0,0.0,df,df
0.0,51.33,0.0,3.0,0.0,0.0,SPS,SPS
0.0,51.33,0.0,3.0,0.0,0.0,VLCWriter,VLCWriter
0.0,51.33,0.0,3.0,0.0,0.0,void std,void std
0.0,51.33,0.0,3.0,0.0,0.0,std,std
0.0,51.33,0.0,3.0,0.0,0.0,std,std
0.0,51.33,0.0,3.0,0.0,0.0,std,std
0.0,51.33,0.0,3.0,0.0,0.0,std,std
0.0,51.33,0.0,2.0,0.0,0.0,getListOfColourSpaceConverts[abi:cxx11],getListOfColourSpaceConverts[abi:cxx11](bool)
0.0,51.33,0.0,2.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,2.0,0.0,0.0,ScalingList,ScalingList
0.0,51.33,0.0,2.0,0.0,0.0,ParameterSetMap<APS>,ParameterSetMap<APS>
0.0,51.33,0.0,2.0,0.0,0.0,SMultiValueInput<int>,SMultiValueInput<int>
0.0,51.33,0.0,2.0,0.0,0.0,EncAdaptiveLoopFilter,EncAdaptiveLoopFilter
0.0,51.33,0.0,2.0,0.0,0.0,df,df
0.0,51.33,0.0,2.0,0.0,0.0,df,df
0.0,51.33,0.0,2.0,0.0,0.0,df,df
0.0,51.33,0.0,2.0,0.0,0.0,APS,APS
0.0,51.33,0.0,2.0,0.0,0.0,APS,APS
0.0,51.33,0.0,2.0,0.0,0.0,VPS,VPS
0.0,51.33,0.0,2.0,0.0,0.0,EncCfg,EncCfg
0.0,51.33,0.0,2.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,2.0,0.0,0.0,Picture,Picture
0.0,51.33,0.0,2.0,0.0,0.0,CtxStore<BinProbModel_Std>,CtxStore<BinProbModel_Std>
0.0,51.33,0.0,2.0,0.0,0.0,RateCtrl,RateCtrl
0.0,51.33,0.0,2.0,0.0,0.0,std,std
0.0,51.33,0.0,2.0,0.0,0.0,std,std
0.0,51.33,0.0,2.0,0.0,0.0,std,std
0.0,51.33,0.0,2.0,0.0,0.0,std,std
0.0,51.33,0.0,2.0,0.0,0.0,void std,void std
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I__Z18writeAnnexBNalUnitRSoRK11NALUnitEBSPb,_GLOBAL__sub_I__Z18writeAnnexBNalUnitRSoRK11NALUnitEBSPb
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I_main,_GLOBAL__sub_I_main
0.0,51.33,0.0,1.0,0.0,0.0,_get_x86_extensions,_get_x86_extensions()
0.0,51.33,0.0,1.0,0.0,0.0,BinCounter,BinCounter
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape,EncReshape
0.0,51.33,0.0,1.0,0.0,0.0,IbcHashMap,IbcHashMap
0.0,51.33,0.0,1.0,0.0,0.0,EncModeCtrl,EncModeCtrl
0.0,51.33,0.0,1.0,0.0,0.02,InterSearch,InterSearch
0.0,51.33,0.0,1.0,0.0,0.0,InterSearch,InterSearch
0.0,51.33,0.0,1.0,0.0,0.01,IntraSearch,IntraSearch
0.0,51.33,0.0,1.0,0.0,0.01,IntraSearch,IntraSearch
0.0,51.33,0.0,1.0,0.0,0.0,TBinEncoder<BinProbModel_Std>,TBinEncoder<BinProbModel_Std>
0.0,51.33,0.0,1.0,0.0,0.0,void PelBufferOps,void PelBufferOps
0.0,51.33,0.0,1.0,0.0,0.0,TBitEstimator<BinProbModel_Std>,TBitEstimator<BinProbModel_Std>
0.0,51.33,0.0,1.0,0.0,0.0,InterPrediction,InterPrediction
0.0,51.33,0.0,1.0,0.0,0.0,InterPrediction,InterPrediction
0.0,51.33,0.0,1.0,0.0,0.01,IntraPrediction,IntraPrediction
0.0,51.33,0.0,1.0,0.0,0.0,ParameterSetMap<APS>,ParameterSetMap<APS>
0.0,51.33,0.0,1.0,0.0,0.0,ParameterSetMap<PPS>,ParameterSetMap<PPS>
0.0,51.33,0.0,1.0,0.0,0.0,ParameterSetMap<SPS>,ParameterSetMap<SPS>
0.0,51.33,0.0,1.0,0.0,0.0,BestEncInfoCache,BestEncInfoCache
0.0,51.33,0.0,1.0,0.0,0.0,CacheBlkInfoCtrl,CacheBlkInfoCtrl
0.0,51.33,0.0,1.0,0.0,0.0,DeblockingFilter,DeblockingFilter
0.0,51.33,0.0,1.0,0.0,0.0,WeightPrediction,WeightPrediction
0.0,51.33,0.0,1.0,0.0,0.0,EncTemporalFilter,EncTemporalFilter
0.0,51.33,0.0,1.0,0.0,0.0,AdaptiveLoopFilter,AdaptiveLoopFilter
0.0,51.33,0.0,1.0,0.0,0.0,AdaptiveLoopFilter,AdaptiveLoopFilter
0.0,51.33,0.0,1.0,0.0,0.0,EncModeCtrlMTnoRQT,EncModeCtrlMTnoRQT
0.0,51.33,0.0,1.0,0.0,0.0,SaveLoadEncInfoSbt,SaveLoadEncInfoSbt
0.0,51.33,0.0,1.0,0.0,0.0,WeightPredAnalysis,WeightPredAnalysis
0.0,51.33,0.0,1.0,0.0,0.0,void InterpolationFilter,void InterpolationFilter
0.0,51.33,0.0,1.0,0.0,0.0,AffineGradientSearch,AffineGradientSearch
0.0,51.33,0.0,1.0,0.0,0.0,AffineGradientSearch,AffineGradientSearch
0.0,51.33,0.0,1.0,0.0,0.0,ChromaQpMappingTable,ChromaQpMappingTable
0.0,51.33,0.0,1.0,0.0,0.0,SampleAdaptiveOffset,SampleAdaptiveOffset
0.0,51.33,0.0,1.0,0.0,0.0,EncSampleAdaptiveOffset,EncSampleAdaptiveOffset
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,df,df
0.0,51.33,0.0,1.0,0.0,0.0,PPS,PPS
0.0,51.33,0.0,1.0,0.0,0.0,PPS,PPS
0.0,51.33,0.0,1.0,0.0,0.0,PPS,PPS
0.0,51.33,0.0,1.0,0.0,0.0,PPS,PPS
0.0,51.33,0.0,1.0,0.0,0.0,SPS,SPS
0.0,51.33,0.0,1.0,0.0,0.0,SPS,SPS
0.0,51.33,0.0,1.0,0.0,0.0,SPS,SPS
0.0,51.33,0.0,1.0,0.0,0.0,VPS,VPS
0.0,51.33,0.0,1.0,0.0,0.0,VPS,VPS
0.0,51.33,0.0,1.0,0.0,0.0,DecCu,DecCu
0.0,51.33,0.0,1.0,0.0,0.0,EncCu,EncCu
0.0,51.33,0.0,1.0,0.0,0.0,EncCu,EncCu
0.0,51.33,0.0,1.0,0.0,0.0,EncCu,EncCu
0.0,51.33,0.0,1.0,0.0,0.0,Quant,Quant
0.0,51.33,0.0,1.0,0.0,0.0,Quant,Quant
0.0,51.33,0.0,1.0,0.0,0.0,EncApp,EncApp
0.0,51.33,0.0,1.0,0.0,0.0,EncApp,EncApp
0.0,51.33,0.0,1.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,1.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,1.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,1.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,1.0,0.0,0.0,EncGOP,EncGOP
0.0,51.33,0.0,1.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.03,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.13,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.0,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.01,EncLib,EncLib
0.0,51.33,0.0,1.0,0.0,0.0,RdCost,RdCost
0.0,51.33,0.0,1.0,0.0,0.0,RdCost,RdCost
0.0,51.33,0.0,1.0,0.0,0.0,RdCost,RdCost
0.0,51.33,0.0,1.0,0.0,0.0,RdCost,RdCost
0.0,51.33,0.0,1.0,0.0,0.0,Reshape,Reshape
0.0,51.33,0.0,1.0,0.0,0.0,SPSRExt,SPSRExt
0.0,51.33,0.0,1.0,0.0,0.0,TrQuant,TrQuant
0.0,51.33,0.0,1.0,0.0,0.02,DQIntern,DQIntern
0.0,51.33,0.0,1.0,0.0,0.0,DepQuant,DepQuant
0.0,51.33,0.0,1.0,0.0,0.0,EncSlice,EncSlice
0.0,51.33,0.0,1.0,0.0,0.0,EncSlice,EncSlice
0.0,51.33,0.0,1.0,0.0,0.0,RateCtrl,RateCtrl
0.0,51.33,0.0,1.0,0.0,0.0,EncAppCfg,EncAppCfg
0.0,51.33,0.0,1.0,0.0,0.0,EncAppCfg,EncAppCfg
0.0,51.33,0.0,1.0,0.0,0.0,EncAppCfg,EncAppCfg
0.0,51.33,0.0,1.0,0.0,0.0,HLSWriter,HLSWriter
0.0,51.33,0.0,1.0,0.0,0.0,HLSWriter,HLSWriter
0.0,51.33,0.0,1.0,0.0,0.0,HLSWriter,HLSWriter
0.0,51.33,0.0,1.0,0.0,0.0,QuantRDOQ,QuantRDOQ
0.0,51.33,0.0,1.0,0.0,0.0,QuantRDOQ,QuantRDOQ
0.0,51.33,0.0,1.0,0.0,0.0,RectSlice,RectSlice
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,std,std
0.0,51.33,0.0,1.0,0.0,0.0,frame_dummy,frame_dummy
